requirement_id,document,spec_id,module_title,work_package,code_location,requirement_name,required_behavior,acceptance_intent,source_section,provisional_risk_class,authoritative_store,source_file
PER-FR-012,46,SPEC-EDGE-004,"Barcode, Scanner, Balance, Printer, Tester & Peripheral Integration",WP-06,edge,Print acknowledgement,"Where printer supports it, capture job/print status; lack of status does not fabricate successful physical application.",Boundary.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_46_Barcode_Scanner_Balance_Printer_Tester_Peripheral_Integration_v1_0_IMPLEMENTATION_READY.md
PER-FR-013,46,SPEC-EDGE-004,"Barcode, Scanner, Balance, Printer, Tester & Peripheral Integration",WP-06,edge,Reprint,Reprint is a new controlled print action with reason/counter.,Trace.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_46_Barcode_Scanner_Balance_Printer_Tester_Peripheral_Integration_v1_0_IMPLEMENTATION_READY.md
PER-FR-014,46,SPEC-EDGE-004,"Barcode, Scanner, Balance, Printer, Tester & Peripheral Integration",WP-06,edge,Tester integration,"Functional/device testers return test ID, unit/serial, method/program version, values, result, raw evidence and tester identity.",eDHR evidence.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_46_Barcode_Scanner_Balance_Printer_Tester_Peripheral_Integration_v1_0_IMPLEMENTATION_READY.md
PER-FR-015,46,SPEC-EDGE-004,"Barcode, Scanner, Balance, Printer, Tester & Peripheral Integration",WP-06,edge,Vision system,"Capture inspected unit/lot, recipe/model version, defect classification, image/evidence ref and system confidence if used.",Inspection trace.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_46_Barcode_Scanner_Balance_Printer_Tester_Peripheral_Integration_v1_0_IMPLEMENTATION_READY.md
PER-FR-016,46,SPEC-EDGE-004,"Barcode, Scanner, Balance, Printer, Tester & Peripheral Integration",WP-06,edge,AI/vision decision,Automated pass/fail only if validated approved model/rule; otherwise advisory result requiring operator/QA decision.,Controlled AI.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_46_Barcode_Scanner_Balance_Printer_Tester_Peripheral_Integration_v1_0_IMPLEMENTATION_READY.md
PER-FR-017,46,SPEC-EDGE-004,"Barcode, Scanner, Balance, Printer, Tester & Peripheral Integration",WP-06,edge,File-producing instrument,Import original file/export with checksum and parse result through versioned adapter.,Data integrity.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_46_Barcode_Scanner_Balance_Printer_Tester_Peripheral_Integration_v1_0_IMPLEMENTATION_READY.md
PER-FR-018,46,SPEC-EDGE-004,"Barcode, Scanner, Balance, Printer, Tester & Peripheral Integration",WP-06,edge,Peripheral eligibility,Calibration/qualification/maintenance status checked through Equipment module before regulated use.,Valid equipment.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_46_Barcode_Scanner_Balance_Printer_Tester_Peripheral_Integration_v1_0_IMPLEMENTATION_READY.md
PER-FR-019,46,SPEC-EDGE-004,"Barcode, Scanner, Balance, Printer, Tester & Peripheral Integration",WP-06,edge,Station lock,Critical workflow binds expected station/peripheral so another nearby device cannot submit without authorization.,Context.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_46_Barcode_Scanner_Balance_Printer_Tester_Peripheral_Integration_v1_0_IMPLEMENTATION_READY.md
PER-FR-020,46,SPEC-EDGE-004,"Barcode, Scanner, Balance, Printer, Tester & Peripheral Integration",WP-06,edge,Hot-plug/reconnect,Reconnect preserves device identity and generates session boundary.,Resilience.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_46_Barcode_Scanner_Balance_Printer_Tester_Peripheral_Integration_v1_0_IMPLEMENTATION_READY.md
PER-FR-021,46,SPEC-EDGE-004,"Barcode, Scanner, Balance, Printer, Tester & Peripheral Integration",WP-06,edge,Device substitution,Replacement device requires eligibility and station policy; no hidden substitution.,Trace.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_46_Barcode_Scanner_Balance_Printer_Tester_Peripheral_Integration_v1_0_IMPLEMENTATION_READY.md
PER-FR-022,46,SPEC-EDGE-004,"Barcode, Scanner, Balance, Printer, Tester & Peripheral Integration",WP-06,edge,Local UI,Operator sees device connected/eligible/stable/source status before action.,Transparency.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_46_Barcode_Scanner_Balance_Printer_Tester_Peripheral_Integration_v1_0_IMPLEMENTATION_READY.md
PER-FR-023,46,SPEC-EDGE-004,"Barcode, Scanner, Balance, Printer, Tester & Peripheral Integration",WP-06,edge,Raw input preservation,Raw scan/weight/test payload retained or hashed/evidenced where required.,Auditability.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_46_Barcode_Scanner_Balance_Printer_Tester_Peripheral_Integration_v1_0_IMPLEMENTATION_READY.md
PER-FR-024,46,SPEC-EDGE-004,"Barcode, Scanner, Balance, Printer, Tester & Peripheral Integration",WP-06,edge,Security,USB/serial/network device access restricted to gateway service; arbitrary removable-storage use prohibited by deployment hardening.,Security.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_46_Barcode_Scanner_Balance_Printer_Tester_Peripheral_Integration_v1_0_IMPLEMENTATION_READY.md
PER-FR-025,46,SPEC-EDGE-004,"Barcode, Scanner, Balance, Printer, Tester & Peripheral Integration",WP-06,edge,Simulation,Peripheral simulators available for CI and validation.,Testability.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_46_Barcode_Scanner_Balance_Printer_Tester_Peripheral_Integration_v1_0_IMPLEMENTATION_READY.md
MAP-FR-001,47,SPEC-EDGE-005,"Machine / PLC / SCADA Data Acquisition, Evidence Mapping & Command Boundary",WP-06,edge,Machine source master,"Define machine/PLC/SCADA source identity, equipment link, protocol connector and site/line.",Canonical source.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_47_PLC_SCADA_Data_Acquisition_Evidence_Mapping_Command_Boundary_v1_0_IMPLEMENTATION_READY.md
MAP-FR-002,47,SPEC-EDGE-005,"Machine / PLC / SCADA Data Acquisition, Evidence Mapping & Command Boundary",WP-06,edge,Tag/point mapping,Versioned mapping from native tag/node/register/topic to domain parameter/evidence code.,Stable semantics.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_47_PLC_SCADA_Data_Acquisition_Evidence_Mapping_Command_Boundary_v1_0_IMPLEMENTATION_READY.md
MAP-FR-003,47,SPEC-EDGE-005,"Machine / PLC / SCADA Data Acquisition, Evidence Mapping & Command Boundary",WP-06,edge,Mapping lifecycle,"Draft, engineering test, review, released/effective, superseded/suspended.",Controlled configuration.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_47_PLC_SCADA_Data_Acquisition_Evidence_Mapping_Command_Boundary_v1_0_IMPLEMENTATION_READY.md
MAP-FR-004,47,SPEC-EDGE-005,"Machine / PLC / SCADA Data Acquisition, Evidence Mapping & Command Boundary",WP-06,edge,Type validation,"Mapping defines native type, expected type, parsing and null/invalid handling.",No implicit casts.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_47_PLC_SCADA_Data_Acquisition_Evidence_Mapping_Command_Boundary_v1_0_IMPLEMENTATION_READY.md
MAP-FR-005,47,SPEC-EDGE-005,"Machine / PLC / SCADA Data Acquisition, Evidence Mapping & Command Boundary",WP-06,edge,Engineering units,"Raw unit, canonical unit and approved conversion reference.",Reproducible.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_47_PLC_SCADA_Data_Acquisition_Evidence_Mapping_Command_Boundary_v1_0_IMPLEMENTATION_READY.md
MAP-FR-006,47,SPEC-EDGE-005,"Machine / PLC / SCADA Data Acquisition, Evidence Mapping & Command Boundary",WP-06,edge,Scale/offset,Scaling defined explicitly; test vectors required.,No hidden conversion.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_47_PLC_SCADA_Data_Acquisition_Evidence_Mapping_Command_Boundary_v1_0_IMPLEMENTATION_READY.md
MAP-FR-007,47,SPEC-EDGE-005,"Machine / PLC / SCADA Data Acquisition, Evidence Mapping & Command Boundary",WP-06,edge,Quality mapping,Native quality/status to canonical quality mapping versioned.,Integrity.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_47_PLC_SCADA_Data_Acquisition_Evidence_Mapping_Command_Boundary_v1_0_IMPLEMENTATION_READY.md
MAP-FR-008,47,SPEC-EDGE-005,"Machine / PLC / SCADA Data Acquisition, Evidence Mapping & Command Boundary",WP-06,edge,Timestamp semantics,Choose source/server/gateway timestamp usage and freshness thresholds by point.,Time clarity.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_47_PLC_SCADA_Data_Acquisition_Evidence_Mapping_Command_Boundary_v1_0_IMPLEMENTATION_READY.md
MAP-FR-009,47,SPEC-EDGE-005,"Machine / PLC / SCADA Data Acquisition, Evidence Mapping & Command Boundary",WP-06,edge,Sampling strategy,Poll/subscription/event-only/deadband/aggregation semantics explicit.,Acquisition behavior.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_47_PLC_SCADA_Data_Acquisition_Evidence_Mapping_Command_Boundary_v1_0_IMPLEMENTATION_READY.md
MAP-FR-010,47,SPEC-EDGE-005,"Machine / PLC / SCADA Data Acquisition, Evidence Mapping & Command Boundary",WP-06,edge,Deadband,Engineering deadband may reduce telemetry but cannot suppress events required as regulated evidence.,Completeness.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_47_PLC_SCADA_Data_Acquisition_Evidence_Mapping_Command_Boundary_v1_0_IMPLEMENTATION_READY.md
MAP-FR-011,47,SPEC-EDGE-005,"Machine / PLC / SCADA Data Acquisition, Evidence Mapping & Command Boundary",WP-06,edge,Aggregation,"High-frequency raw data may aggregate min/max/avg/end/event window only under approved rule, with raw evidence retention policy.",Scalable evidence.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_47_PLC_SCADA_Data_Acquisition_Evidence_Mapping_Command_Boundary_v1_0_IMPLEMENTATION_READY.md
MAP-FR-012,47,SPEC-EDGE-005,"Machine / PLC / SCADA Data Acquisition, Evidence Mapping & Command Boundary",WP-06,edge,Batch context binding,Mapping can bind observation to active batch/step/operation by server-issued context token or deterministic line state.,Correct association.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_47_PLC_SCADA_Data_Acquisition_Evidence_Mapping_Command_Boundary_v1_0_IMPLEMENTATION_READY.md
MAP-FR-013,47,SPEC-EDGE-005,"Machine / PLC / SCADA Data Acquisition, Evidence Mapping & Command Boundary",WP-06,edge,No heuristic batch assignment,Do not guess batch solely from time proximity when explicit context is required.,Trace.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_47_PLC_SCADA_Data_Acquisition_Evidence_Mapping_Command_Boundary_v1_0_IMPLEMENTATION_READY.md
MAP-FR-014,47,SPEC-EDGE-005,"Machine / PLC / SCADA Data Acquisition, Evidence Mapping & Command Boundary",WP-06,edge,Evidence rule,"Define which observations become GxP step results, process evidence, alarms, EM events or historian-only telemetry.",Clear data ownership.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_47_PLC_SCADA_Data_Acquisition_Evidence_Mapping_Command_Boundary_v1_0_IMPLEMENTATION_READY.md
MAP-FR-015,47,SPEC-EDGE-005,"Machine / PLC / SCADA Data Acquisition, Evidence Mapping & Command Boundary",WP-06,edge,Alarm mapping,Machine alarms mapped to severity/event code and batch/equipment impact rule.,Exception handling.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_47_PLC_SCADA_Data_Acquisition_Evidence_Mapping_Command_Boundary_v1_0_IMPLEMENTATION_READY.md
MAP-FR-016,47,SPEC-EDGE-005,"Machine / PLC / SCADA Data Acquisition, Evidence Mapping & Command Boundary",WP-06,edge,State mapping,Machine state/run/idle/fault/changeover may feed execution timeline but does not independently transition GxP batch state unless approved orchestration rule does.,Authority boundary.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_47_PLC_SCADA_Data_Acquisition_Evidence_Mapping_Command_Boundary_v1_0_IMPLEMENTATION_READY.md
MAP-FR-017,47,SPEC-EDGE-005,"Machine / PLC / SCADA Data Acquisition, Evidence Mapping & Command Boundary",WP-06,edge,Setpoint vs actual,Store/map setpoint and measured actual separately.,Evidence clarity.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_47_PLC_SCADA_Data_Acquisition_Evidence_Mapping_Command_Boundary_v1_0_IMPLEMENTATION_READY.md
MAP-FR-018,47,SPEC-EDGE-005,"Machine / PLC / SCADA Data Acquisition, Evidence Mapping & Command Boundary",WP-06,edge,Command profile,"Machine commands defined as allowlisted operation with typed parameters, target, preconditions, authorization, signature, timeout and read-back verification.",Safe commands.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_47_PLC_SCADA_Data_Acquisition_Evidence_Mapping_Command_Boundary_v1_0_IMPLEMENTATION_READY.md
MAP-FR-019,47,SPEC-EDGE-005,"Machine / PLC / SCADA Data Acquisition, Evidence Mapping & Command Boundary",WP-06,edge,Command disabled default,No generic tag/register write endpoint exposed to normal UI/API.,Security.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_47_PLC_SCADA_Data_Acquisition_Evidence_Mapping_Command_Boundary_v1_0_IMPLEMENTATION_READY.md
MAP-FR-020,47,SPEC-EDGE-005,"Machine / PLC / SCADA Data Acquisition, Evidence Mapping & Command Boundary",WP-06,edge,Local interlock,Command execution requires PLC/machine local safety/interlock; software never bypasses physical control logic.,Safety.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_47_PLC_SCADA_Data_Acquisition_Evidence_Mapping_Command_Boundary_v1_0_IMPLEMENTATION_READY.md
MAP-FR-021,47,SPEC-EDGE-005,"Machine / PLC / SCADA Data Acquisition, Evidence Mapping & Command Boundary",WP-06,edge,Command correlation,"Command ID links request, approval, machine write, acknowledgement/read-back and resulting evidence.",Trace.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_47_PLC_SCADA_Data_Acquisition_Evidence_Mapping_Command_Boundary_v1_0_IMPLEMENTATION_READY.md
